Nama Produk;label;text_cleaned;text_stopwords_removed;clean_text;token_awal;token_akhir;reduksi;persen_%
Delifru Syrup French Vanilla 500 ml;Konsumsi;delifru syrup french vanilla ml;delifru syrup french vanilla;delifru syrup french vanilla;6;4;2;33.3
OATSIDE Oat Milk Barista Blend 1L;Konsumsi;oatside oat milk barista blend l;oatside oat milk barista blend;oatside oat milk barista blend;6;5;1;16.7
Pembayaran PKB Tahunan;Tagihan;pembayaran pkb tahunan;pembayaran pkb tahunan;bayar tahun pkb;3;3;0;0
Black GARLIC TUNGGAL 125Gram - BAWANG HITAM LANANG;Konsumsi;black garlic tunggal gram bawang hitam lanang;black garlic bawang lanang;black garlic bawang lanang;8;4;4;50
A: Chatime Milk Tea (L) + Pure Cocoa (L) FREE Chatime Air Freshner;Konsumsi;a chatime milk tea l pure cocoa l free chatime air freshner;chatime milk tea pure cocoa chatime air freshner;chatime milk tea pure cocoa chatime air freshner;13;8;5;38.5
Empal Goreng;Konsumsi;empal goreng;empal goreng;empal goreng;2;2;0;0
Daily Booking;Transport;daily booking;daily booking;daily booking booking;2;3;0;0
Terlaris Kue Kacang Bintang Mini Jadul / Cemilan Jadul;Konsumsi;terlaris kue kacang bintang mini jadul cemilan jadul;kue kacang bintang jadul cemilan jadul;kue kacang bintang jadul cemilan jadul;9;6;3;33.3
Rawon masakan;Konsumsi;rawon masakan;rawon masakan;rawon masakan;2;2;0;0
HEROCYN BABY POWDER 100G;Kesehatan;herocyn baby powder g;herocyn baby powder;herocyn baby powder;4;3;1;25
ENTRASOL ACTIVE VANILLA LATTE 160GR;Kesehatan;entrasol active vanilla latte gr;entrasol active vanilla latte;entrasol active vanilla latte;5;4;1;20
Simplified;Langganan;simplified;simplified;simplified simplified;1;2;0;0
Temp Mail;Langganan;temp mail;temp mail;temp mail temp;2;3;0;0
Ajib Sarden Saus Tomat 425gr - BUY 3 GET 1 FREE;Konsumsi;ajib sarden saus tomat gr buy get free;ajib sarden saus tomat buy get;ajib sarden saus tomat buy get;11;6;5;45.5
Tiket Mendadak Whoosh;Transport;tiket mendadak whoosh;tiket mendadak whoosh;tiket dadak whoosh whoosh;3;4;0;0
Kacang tolo rebus;Konsumsi;kacang tolo rebus;kacang tolo rebus;kacang tolo rebus;3;3;0;0
C EYEFRESH MD 0.6ML;Kesehatan;c eyefresh md ml;eyefresh md;eyefresh md eyefresh;4;3;2;50
Global News;Langganan;global news;news;news;2;1;1;50
Bayar Kontrak Rumah;Tagihan;bayar kontrak rumah;kontrak rumah;kontrak rumah rumah;3;3;1;33.3
Paria Putih kukus;Konsumsi;paria putih kukus;paria kukus;paria kukus;3;2;1;33.3
Blokada;Langganan;blokada;blokada;blokada;1;1;0;0
Tableau;Langganan;tableau;tableau;tableau tableau;1;2;0;0
Pot Salep/Krim 20cc Wadah Praktis Dan Aman;Kesehatan;pot salepkrim cc wadah praktis dan aman;pot salepkrim cc;pot salepkrim cc cc;7;4;4;57.1
Lamtoro var. lokal dengan kulit;Konsumsi;lamtoro var lokal dengan kulit;lamtoro var kulit;lamtoro var kulit;5;3;2;40
Endel;Langganan;endel;endel;endel endel;1;2;0;0
1 KEPING (24 PCS) SOFFELL PENOLAK NYAMUK SACHET;Kesehatan;keping pcs soffell penolak nyamuk sachet;keping soffell penolak nyamuk;keping soffell tolak nyamuk;8;4;4;50
[HAPPY DAY] Secret Clean Paket Propolis Feminine Care 2pcs / 3pcs / 4pcs / 5pcs | Paket Feminine Wash Spray Pembersih Kewanitaan / Sabun Miss V;Kesehatan;happy day secret clean paket propolis feminine care pcs pcs pcs pcs paket feminine wash spray pembersih kewanitaan sabun miss v;happy day secret clean propolis feminine care feminine wash spray pembersih kewanitaan miss;happy day secret clean propolis feminine care feminine wash spray bersih wanita miss;26;13;13;50
LA FONTE SPIRAL MAKARONI-210 225gr;Konsumsi;la fonte spiral makaroni gr;la fonte makaroni;la fonte makaroni;5;3;2;40
Karet Behel Power O Satuan Warna Beragam;Kesehatan;karet behel power o satuan warna beragam;behel power satuan;behel power satu;7;3;4;57.1
Iuran Lingkungan Bulanan;Tagihan;iuran lingkungan bulanan;iuran lingkungan bulanan;iur lingkung bulan;3;3;0;0
Sahabat Kita;Transport;sahabat kita;sahabat;sahabat sahabat;2;2;1;50
Bayar Samsat Gunungkidul;Tagihan;bayar samsat gunungkidul;samsat gunungkidul;samsat gunungkidul;3;2;1;33.3
BestSeller Madu Bubuk Original Herbal  MaduHyperx Semut Merah Kapsul Suplemen Madu;Konsumsi;bestseller madu bubuk original herbal maduhyperx semut merah kapsul suplemen madu;madu bubuk herbal maduhyperx semut kapsul suplemen madu;madu bubuk herbal maduhyperx semut kapsul suplemen madu;11;8;3;27.3
Tiket Harian Travel;Transport;tiket harian travel;tiket harian travel;tiket hari travel;3;3;0;0
Granola Addict - Kacang Walnut Mentah 250G - Original;Konsumsi;granola addict kacang walnut mentah g original;granola addict kacang walnut mentah;granola addict kacang walnut mentah;9;5;4;44.4
BASO ACI TULANG RANGU ABAH ACENG BACITUL/BACITUGAR MURAAHH SEHOT Jawara Pedas;Konsumsi;baso aci tulang rangu abah aceng bacitulbacitugar muraahh sehot jawara pedas;baso aci tulang rangu abah aceng bacitulbacitugar muraahh sehot jawara;baso aci tulang rangu abah aceng bacitulbacitugar muraahh hot jawara;11;10;1;9.1
FENOFLEX 160MG KAPSUL;Kesehatan;fenoflex mg kapsul;fenoflex mg kapsul;fenoflex mg kapsul;3;3;0;0
Hami Video;Langganan;hami video;hami video;ham video;2;2;0;0
Anaconda;Langganan;anaconda;anaconda;anaconda anaconda;1;2;0;0
Astra Buana Mobil;Tagihan;astra buana mobil;astra buana;astra buana buana;3;3;1;33.3
Kembang tahu;Konsumsi;kembang tahu;kembang;kembang;2;1;1;50
Evince;Langganan;evince;evince;evince;1;1;0;0
pronas corned chicken 198gram - Fasyanita Online Fresh Mart Denpasar - WHY;Konsumsi;pronas corned chicken gram fasyanita online fresh mart denpasar why;pronas corned chicken fasyanita fresh mart denpasar why;pronas corned chicken fasyanita fresh mart denpasar why;12;8;4;33.3
EURO GOURMET SAUS KEJU 500g / Cheese Sauce;Konsumsi;euro gourmet saus keju g cheese sauce;euro gourmet saus keju cheese sauce;euro gourmet saus keju cheese sauce;8;6;2;25
Soulmate AI;Langganan;soulmate ai;soulmate ai;soulmate ai soulmate;2;3;0;0
Softex Maternity 45cm 20s x 2 Pack - Pembalut Bersalin dan Nifas;Kesehatan;softex maternity cm s x pack pembalut bersalin dan nifas;softex maternity pembalut bersalin nifas;softex maternity balut salin nifas;12;5;7;58.3
DateFit;Langganan;datefit;datefit;datefit;1;1;0;0
Qantas;Transport;qantas;qantas;qantas qantas;1;2;0;0
Iced Sunny Citrus Jasmine;Konsumsi;iced sunny citrus jasmine;iced sunny citrus jasmine;iced sunny citrus jasmine;4;4;0;0
Bayar Cicilan Agustus;Tagihan;bayar cicilan agustus;cicilan agustus;cicil agustus agustus;3;3;1;33.3
Wong Coco Aloe Vera Rasa Lemon 1kg;Konsumsi;wong coco aloe vera rasa lemon kg;coco aloe vera lemon;coco aloe vera lemon;7;4;3;42.9
Pronas Corned Beef / Pronas Kornet Daging Sapi 198gr;Konsumsi;pronas corned beef pronas kornet daging sapi gr;pronas corned beef pronas kornet daging sapi;pronas corned beef pronas kornet daging sapi;9;7;2;22.2
tiket bus AKAP;Transport;tiket bus akap;tiket bus akap;bus akap;3;2;0;0
bike sharing;Transport;bike sharing;bike sharing;bike sharing;2;2;0;0
Blood Corn Pads / Pembalut dari Jagung | Bebas gatal & ultra thin - 25cm, 29cm, 33cm, 41cm;Kesehatan;blood corn pads pembalut dari jagung bebas gatal ultra thin cm cm cm cm;blood corn pads pembalut jagung thin;blood pads balut jagung thin;18;5;12;66.7
Electric Vehicle Charging AC / Pengisian Kendaraan Listrik AC;Transport;electric vehicle charging ac pengisian kendaraan listrik ac;electric vehicle charging ac pengisian kendaraan listrik ac;listrik vehicle charging ac isi kendara electric ac;9;8;1;11.1
Seblak, Baso Aci, Cuanki Instan Khas Bandung (Pouch Besar);Konsumsi;seblak baso aci cuanki instan khas bandung pouch besar;seblak baso aci cuanki bandung;seblak baso aci cuanki bandung;9;5;4;44.4
Avocatto Vanilla;Konsumsi;avocatto vanilla;avocatto vanilla;avocatto vanilla;2;2;0;0
ESPN+;Langganan;espn;espn;espn espn;1;2;0;0
Motor Insurance Sompo;Tagihan;motor insurance sompo;motor insurance sompo;insurance sompo;3;2;0;0
Sticker Anti Nyamuk bayi Mosquito Repellent Patch Eceran 6pcs;Kesehatan;sticker anti nyamuk bayi mosquito repellent patch eceran pcs;sticker anti nyamuk mosquito repellent patch eceran;sticker anti nyamuk mosquito repellent patch ecer;9;7;2;22.2
Happy Cow Milk Powder Susu Bubuk Kualitas Premium R32 R16 R30 RMP 25 Kg;Konsumsi;happy cow milk powder susu bubuk kualitas premium r r r rmp kg;happy cow milk powder susu bubuk rmp;happy cow milk powder susu bubuk rmp;14;7;7;50
Short Distance Ride;Transport;short distance ride;short distance ride;short distance distance ride;3;4;0;0
Fragrance Oil 10gram - Pewangi Kosmetik Sabun Pomade / Pewangi Lilin Candle;Kesehatan;fragrance oil gram pewangi kosmetik sabun pomade pewangi lilin candle;fragrance oil pewangi kosmetik pomade pewangi lilin candle;pomade oil wangi kosmetik fragrance wangi lilin candle;12;8;4;33.3
EFFIENT 3.75MG (1 blister isi 14 tablet);Kesehatan;effient mg blister isi tablet;effient mg blister tablet;effient mg blister blister tablet;7;5;3;42.9
LOPERAMIDE NOVAPHARIN 2MG TABLET;Kesehatan;loperamide novapharin mg tablet;loperamide novapharin mg tablet;loperamide novapharin mg tablet;4;4;0;0
tempe sagu;Konsumsi;tempe sagu;tempe sagu;tempe sagu;2;2;0;0
Kuota Internet Tri;Tagihan;kuota internet tri;kuota internet tri;internet kuota tri;3;3;0;0
Etawalin - Kesehatan Tulang & Sendi Susu Kaya Nutrisi Kalsium Untuk Semua Usia;Konsumsi;etawalin kesehatan tulang sendi susu kaya nutrisi kalsium untuk semua usia;etawalin kesehatan tulang sendi susu nutrisi kalsium usia;etawalin sehat tulang sendi susu nutrisi kalsium usia;13;8;5;38.5
Speak;Langganan;speak;speak;speak;1;1;0;0
Tarif Lansia / Senior Fare;Transport;tarif lansia senior fare;tarif fare;tarif fare tarif;5;3;3;60
ICEBERG BURNT CHEESECAKE (READY 21-23 April 2026);Konsumsi;iceberg burnt cheesecake ready april;iceberg burnt cheesecake april;iceberg burnt cheesecake april;7;4;3;42.9
Ayam dideh/darah segar;Konsumsi;ayam didehdarah segar;ayam didehdarah;ayam didehdarah;3;2;1;33.3
Kulit Pangsit Bulat / Siomay / Gyoza / Kulit Dimsum Super Dumpling Skin 10001;Konsumsi;kulit pangsit bulat siomay gyoza kulit dimsum super dumpling skin;kulit pangsit siomay gyoza kulit dimsum dumpling skin;kulit pangsit siomay gyoza kulit dimsum dumpling skin;14;8;6;42.9
Tepung Terigu Kunci Biru 1 kg;Konsumsi;tepung terigu kunci biru kg;tepung terigu kunci;tepung terigu kunci;6;3;3;50
Sococo;Langganan;sococo;sococo;sococo sococo;1;2;0;0
Rental House Payment;Tagihan;rental house payment;rental house payment;house payment;3;2;0;0
Fabric;Langganan;fabric;fabric;fabric fabric;1;2;0;0
MASKER KF94 UTAMA SACHET 10PC ORIGINAL;Kesehatan;masker kf utama sachet pc original;masker kf;masker kf masker;6;3;4;66.7
Asam Jawa Daging Tanpa Biji Cap Ratu Udang 150g;Konsumsi;asam jawa daging tanpa biji cap ratu udang g;jawa daging cap ratu udang;jawa daging cap ratu udang;9;5;4;44.4
ATORVASTATIN PRATAPA NIRMALA 40MG TABLET;Kesehatan;atorvastatin pratapa nirmala mg tablet;atorvastatin pratapa mg tablet;atorvastatin pratapa mg tablet;5;4;1;20
FENOSUP LIDOSE 160MG KAPSUL;Kesehatan;fenosup lidose mg kapsul;fenosup lidose mg kapsul;fenosup lidose mg kapsul;4;4;0;0
ABT - Telur Ayam Kampung Omega Fresh Isi Merah/Orange Lezat dan Bergizi (FRESH-AMAN-BERGARANSI);Konsumsi;abt telur ayam kampung omega fresh isi merahorange lezat dan bergizi freshamanbergaransi;abt telur ayam omega fresh merahorange bergizi freshamanbergaransi;abt telur ayam omega fresh merahorange gizi freshamanbergaransi;13;8;5;38.5
Trigana Air;Transport;trigana air;trigana air;trigana air air;2;3;0;0
Andalan Strip Tespek / Test Pack / Test Kehamilan - Alat Pendeteksi Kehamilan Cepat Akurat;Kesehatan;andalan strip tespek test pack test kehamilan alat pendeteksi kehamilan cepat akurat;andalan strip tespek test test kehamilan alat pendeteksi kehamilan;andal strip tespek test test hamil alat deteksi hamil;15;9;6;40
Microsoft Teams;Langganan;microsoft teams;microsoft teams;microsoft teams;2;2;0;0
Martabak Hitam Manis, jl. kaliurang km5;Konsumsi;martabak hitam manis jl kaliurang km;martabak jl kaliurang km;martabak jl kaliurang km;6;4;2;33.3
[TERMURAH!] Susu UHT Real Good 50ml - Susu Bantal 6 Rasa Murah Enak;Konsumsi;termurah susu uht real good ml susu bantal rasa murah enak;susu uht good susu bantal;susu uht good susu bantal;13;5;8;61.5
Madu;Konsumsi;madu;madu;madu;1;1;0;0
Motor Premium;Transport;motor premium;motor;motor motor;2;2;1;50
TEMPRA JERUK DROP 15ML;Kesehatan;tempra jeruk drop ml;tempra jeruk drop;tempra jeruk drop;4;3;1;25
Kornetku Kornet Daging Sapi 340gr Rasa Enak;Konsumsi;kornetku kornet daging sapi gr rasa enak;kornetku kornet daging sapi;kornet kornet daging sapi;7;4;3;42.9
Token Listrik Prabayar Murah Nominal 20k-100k;Tagihan;token listrik prabayar murah nominal kk;token listrik prabayar kk;token listrik prabayar prabayar kk;6;5;2;33.3
Rise;Langganan;rise;rise;rise rise;1;2;0;0
Bayar Kredit Mobil Daihatsu;Tagihan;bayar kredit mobil daihatsu;kredit daihatsu;kredit daihatsu;4;2;2;50
Maxim Delivery Ride;Transport;maxim delivery ride;maxim delivery ride;maxim delivery delivery ride;3;4;0;0
TOKEN LISTRIK PLN 5/10/15/20 token listrik mini SALE TERMURAH!! Kirim Otomatis & Langsung Aktif;Tagihan;token listrik pln token listrik mini sale termurah kirim otomatis langsung aktif;token listrik pln token listrik langsung;token listrik pln token langsung;14;5;8;57.1
Daging slice shortplate US premium 500 gr;Konsumsi;daging slice shortplate us premium gr;daging slice shortplate us;daging slice shortplate us;7;4;3;42.9
[BEST SELLER] Kurma Bam Mazafati Asli Manis Legit || Kurma Madu Hitam 500gram;Konsumsi;best seller kurma bam mazafati asli manis legit kurma madu hitam gram;kurma bam mazafati legit kurma madu;kurma bam mazafati legit kurma madu;13;6;7;53.8
Dimsum Ayam Frozen Premium | Dimsum Siomay Ayam Halal Lembut & Juicy | Frozen Food Praktis Isi 10 Pcs;Konsumsi;dimsum ayam frozen premium dimsum siomay ayam halal lembut juicy frozen food praktis isi pcs;dimsum ayam frozen dimsum siomay ayam juicy frozen food;dimsum ayam frozen dimsum siomay ayam juicy frozen food;19;9;10;52.6
0Boney Kapsul dan Susu Suplemen Peninggi Badan Herbal Alami Pria Wanita Obat Tradisional;Konsumsi;boney kapsul dan susu suplemen peninggi badan herbal alami pria wanita obat tradisional;boney kapsul susu suplemen peninggi badan herbal obat;boney kapsul susu suplemen tinggi badan herbal obat;13;8;5;38.5
Vinted;Langganan;vinted;vinted;vinted vinted;1;2;0;0
Cleaner Softlens - Multi Purpose Solution - Cairan Cuci Rendam Soflens;Kesehatan;cleaner softlens multi purpose solution cairan cuci rendam soflens;cleaner softlens multi purpose solution cairan rendam soflens;cleaner softlens multi purpose cair rendam soflens;11;7;3;27.3
Industrial Diesel / Solar Industri;Transport;industrial diesel solar industri;industrial diesel solar industri;industrial diesel solar industri;5;4;1;20
Hanwha Life Cover;Tagihan;hanwha life cover;hanwha life cover;hanwha cover life;3;3;0;0
Nautilus;Langganan;nautilus;nautilus;nautilus;1;1;0;0
Luxury Sedan Ride;Transport;luxury sedan ride;luxury sedan ride;sedan luxury ride;3;3;0;0
fogging AC mobil;Transport;fogging ac mobil;fogging ac;fogging ac fogging;3;3;1;33.3
Hotel Transit Dekat Stasiun;Transport;hotel transit dekat stasiun;hotel transit stasiun;hotel stasiun;4;2;1;25
Fast Charging Member / Fast Charging Member;Transport;fast charging member fast charging member;fast charging member fast charging member;fast fast member charging charging member;7;6;1;14.3
Kippo;Langganan;kippo;kippo;kippo;1;1;0;0
Basreng Daun Jeruk 300 gram / kemasan TOPLES renyah pedas gurih nagih;Konsumsi;basreng daun jeruk gram kemasan toples renyah pedas gurih nagih;basreng daun jeruk toples renyah gurih nagih;basreng daun jeruk toples renyah gurih nagih;12;7;5;41.7
tanaman herbal walang sangit/1batang;Konsumsi;tanaman herbal walang sangitbatang;tanaman herbal sangitbatang;tanam herbal sangitbatang;4;3;1;25
Bayar Pajak Kendaraan September;Tagihan;bayar pajak kendaraan september;pajak kendaraan september;pajak kendara september;4;3;1;25
FlyJaya;Transport;flyjaya;flyjaya;flyjaya flyjaya;1;2;0;0
Daun Bawang Segar [1 Ikat];Konsumsi;daun bawang segar ikat;daun bawang ikat;daun bawang ikat;5;3;2;40
Maxim Car;Transport;maxim car;maxim car;maxim car;2;2;0;0
Pear Deck;Langganan;pear deck;pear deck;pear deck deck;2;3;0;0
Stuff.co.nz;Langganan;stuffconz;stuffconz;stuffconz stuffconz;1;2;0;0
Course Hero;Langganan;course hero;course hero;course hero;2;2;0;0
Basreng Pedas 500 Gram Halal Juragan Basreng;Konsumsi;basreng pedas gram halal juragan basreng;basreng juragan basreng;basreng juragan basreng;7;3;4;57.1
Opal;Langganan;opal;opal;opal opal;1;2;0;0
Mie Instan Sedaap Spicy Laksa Singapore 83g dengan Rasa Gurih dan Pedas;Konsumsi;mie instan sedaap spicy laksa singapore g dengan rasa gurih dan pedas;mie sedaap spicy laksa singapore gurih;mie sedaap spicy laksa singapore gurih;12;6;6;50
Monster for Employers;Langganan;monster for employers;monster for employers;monster employers for;3;3;0;0
Creamer Bubuk Santos Premium Krimer 1 Kg Halal;Konsumsi;creamer bubuk santos premium krimer kg halal;creamer bubuk santos krimer;creamer bubuk santos krimer;8;4;4;50
XL Prioritas Data;Tagihan;xl prioritas data;prioritas data;prioritas data data;3;3;1;33.3
Token PLN Prabayar;Tagihan;token pln prabayar;token pln prabayar;token pln prabayar;3;3;0;0
ABT - Telur Ayam Kampung Asli Fresh Lezat dan Bergizi (FRESH-AMAN-BERGARANSI);Konsumsi;abt telur ayam kampung asli fresh lezat dan bergizi freshamanbergaransi;abt telur ayam fresh bergizi freshamanbergaransi;abt telur ayam fresh gizi freshamanbergaransi;11;6;5;45.5
BASO ACI HOMEMADE boci isi12 bakso aci termurah ayam suir bapper bocirat beranak kriwil bocimak nyos sajodo snack umang MelySnack;Konsumsi;baso aci homemade boci isi bakso aci termurah ayam suir bapper bocirat beranak kriwil bocimak nyos sajodo snack umang melysnack;baso aci homemade boci bakso aci ayam suir bapper bocirat beranak kriwil bocimak nyos sajodo snack umang melysnack;baso aci homemade boci bakso aci ayam suir bapper bocirat anak kriwil bocimak nyos sajodo snack umang melysnack;20;18;2;10
Daily News Egypt;Langganan;daily news egypt;daily news egypt;daily news egypt egypt;3;4;0;0
Susu Omela UHT Fullcream Foaming Milk - 1 Liter Terlaris;Konsumsi;susu omela uht fullcream foaming milk liter terlaris;susu omela uht fullcream foaming milk;susu omela uht fullcream foaming milk;10;6;4;40
CENDO TOBRO EYE DROP 5ML;Kesehatan;cendo tobro eye drop ml;cendo tobro eye drop;tobro eye drop;5;3;1;20
Tiket China Southern Airlines;Transport;tiket china southern airlines;tiket china southern airlines;tiket china southern airlines airlines;4;5;0;0
Parkir Restoran;Transport;parkir restoran;parkir restoran;parkir restoran restoran;2;3;0;0
airport tax;Transport;airport tax;airport tax;airport tax airport;2;3;0;0
Cardio Class;Langganan;cardio class;cardio class;cardio class;2;2;0;0
Colosta - Ternak Syams Susu Kambing Etawa Bubuk Plus Kolostrum 1KG Rasa Original rendah gula mengatasi asam urat nyeri sendi osteoporosis kebas keram kesemutan pengeroposan tulang syaraf kejepit lansia pegel linu diabetes hipertensi herbal alami termurah;Konsumsi;colosta ternak syams susu kambing etawa bubuk plus kolostrum kg rasa original rendah gula mengatasi asam urat nyeri sendi osteoporosis kebas keram kesemutan pengeroposan tulang syaraf kejepit lansia pegel linu diabetes hipertensi herbal alami termurah;colosta ternak syams susu kambing etawa bubuk kolostrum gula mengatasi urat nyeri sendi osteoporosis kebas keram kesemutan pengeroposan tulang syaraf kejepit pegel linu diabetes hipertensi herbal;colosta ternak syams susu kambing etawa bubuk kolostrum gula atas urat nyeri sendi osteoporosis kebas keram semut keropos tulang syaraf jepit gel linu diabetes hipertensi herbal;36;26;10;27.8
